Tagline,Rate,Rating,Level,Number_of_jobs,Category,Skills
Asp.net MVC Developer,$11,48,2,0,IT & Programming,"AJAX, ASP.NET MVC, C#, CSS3, HTML5, Javascript, LINQ, Twitter Bootstrap, jQuery, JSON"
"Expert in Web Designing','Expert in Web Developer'",$3,0,1,0,IT & Programming,"Web Design, Web Development, Responsive Web Design"
Excellent Service Provider,,0,1,0,IT & Programming,"WordPress, CSS, HTML, Javascript"
Java Developer,$20,0,1,1,IT & Programming,"Enterprise JavaBeans (EJB), OOPS, MySQL Administration, Java, Java ME, JSP, ASP.NET"
,$38,0,1,0,IT & Programming,"Android, Java, HTML5, Ionic Framework, Apache Cordova, Angularjs"
,$11,0,1,0,Finance & Management,"Microsoft Excel, Microsoft Word, Microsoft PowerPoint, Computer Skills, Essay Writing, Norwegian, Qualitative Research, Research Papers, Translation Norwegian English, Travel Writing"
,,0,1,0,Engineering & Manufacturing,"Academic Writing, Blog Commenting, Blog Writing, Blogging, Book Writing, Business Proposal Writing, Business Writing, Children's Writing, Content Management, Content Writing"
typest,$3,0,1,0,Writing & Translation,"Adobe Photoshop, Adobe Dreamweaver, Microsoft Excel, Computer Skills"
Architectural Firm,$10,0,1,0,Engineering & Manufacturing,"Autocad design/drafting, 3D Modeling, seismic design, quantity surveyor, Civil Engineering"
Creative web designer and expert in HTML/CSS,,0,1,0,IT & Programming,"Web Design, PSD to HTML, Adobe Dreamweaver, Adobe Illustrator, Adobe Photoshop CS6, HTML5, CSS"
,,0,1,0,Sales & Marketing,"Facebook Development, Google Calendar API, Google Go, Google Maps API, Microsoft Windows Phone 7 App Development, Adobe Photoshop, Android, facebook marketing"
I like to do work which I can enjoy.,,0,1,0,Admin Support,"Internet Research, Data Entry, Microsoft Excel, Microsoft Word, New Software Adaptation"
,$22,0,1,0,IT & Programming,"Grails, jQuery, mysql, unit testing"
"'Expert PHP developer', 'Expert drupal developer'",$16,0,1,0,IT & Programming,"Linux System Administration, PHP5, CakePHP, Laravel Framework, Drupal 7, Project Management, Java, Javascript, HTML, CSS"
"Graphic Designer, Animator, VFX Artist,",,0,1,0,Design & Multimedia,"Photoshop, Graphic design, animation, VFX, Logo Design, Whiteboard, Illustrator, Video editing, After effects, Motion graphic"
office package,$5,0,1,0,Admin Support,Computer Skills
Mobile App Developer,$11,0,1,0,IT & Programming,"Android, iPhone App Development, Adobe Photoshop, HTML5, PHP5, Microsoft Excel"
Expert Front End Web Developer,$11,0,1,0,IT & Programming,"PHP5, AJAX, jQuery, HTML5, CSS, Java, PHP, Javascript"
"Graphic Designer, Photoshop Expert",$22,0,1,0,IT & Programming,"HTML5, CSS, Photoshop Expert, Web Designer, Web Developer"
,$22,0,1,0,Engineering & Manufacturing,biomedical equipment and air condition
,$5,0,1,0,IT & Programming,"Microsoft Excel, Computer Skills, Microsoft Word, Microsoft PowerPoint, Adobe Photoshop, Adobe Dreamweaver, Search Engine Optimization (SEO), Internet Marketing"
Wordpress Guru,$22,55,7,6,Design & Multimedia,WordPress
Software Developer,$11,0,2,0,IT & Programming,"REST, MySQL Administration, Amazon Web Services, Java"
Typing,$20,0,1,0,Admin Support,"data-entry, copytyping, pdf to word"
,,0,1,0,IT & Programming,".NET Compact Framework, .NET for Web, Algorithms, C#, Cisco Certified Entry Networking Technician (CCENT), Database Programming, Desktop Applications, Microsoft SQL Server Programming, Microsoft Visual C++, Adobe Photoshop CS6"
Expert Ruby developer,$22,0,1,0,IT & Programming,"Ruby, Javascript, jQuery, Git, MySQL Administration, MongoDB, HTML5, CSS3, ruby on rail"
,,0,1,0,Finance & Management,Bachelor
"Java, Spring, Hibernate, JSF",$11,0,2,0,IT & Programming,"Javascript, Java, Spring Framework, Hibernate, MySQL Programming, HTML, JavaServer Faces (JSF), PHP, CSS, jQuery"
Practiced Fiction Writer. Copywriting Fresher,,0,1,0,Writing & Translation,"Content Writing, WordPress, Microsoft Excel, Microsoft Word, Microsoft PowerPoint, Computer Skills, CorelDraw, Marketing, Creative Writing, Fiction Writing"
Expert in MS-Office package & Graphic Designer.,$11,0,1,0,IT & Programming,"Microsoft Excel, Microsoft Word, Computer Skills, Microsoft PowerPoint, Adobe Illustrator, Adobe Photoshop, Adobe InDesign, Web Design, Microsoft Outlook, Web Programming"
Expert PHP / Joomla / WordPress Developer,$5,0,1,0,IT & Programming,"PHP5, Adobe Photoshop, HTML5, Search Engine Optimization (SEO), WordPress, Joomla!, CSS, HTML, Web Design, Email"
PHP | .NET | iPhone | Android | Web 2.0 | DB,$22,0,1,0,IT & Programming,"PHP, .NET Framework, Microsoft SQL Server Programming, C#, ASP.NET, MySQL Programming"
Website Designer and Graphic Designer,$3,0,1,0,IT & Programming,"PHP5, HTML, CSS, HTML5, MySQL Administration, Adobe Photoshop, Adobe Illustrator, Microsoft Excel, Microsoft Word, Microsoft PowerPoint"
,$3,0,1,0,Writing & Translation,"Microsoft Excel, Writing, Data Entry, Transcription, mircosoft word, web search"
Logo Designer and Photo Editer,$11,0,1,0,Design & Multimedia,"Graphic Design, Adobe Photoshop, Adobe Illustrator, Adobe Illustrator CS6, Adobe Photoshop CS6, Icon Design, Logo Design, Photo Editing, Photo Manipulation, Photo Retouching"
,$9,0,1,0,Admin Support,"Adobe Photoshop, Content Writing, Microsoft Excel, Internet Marketing, Social Media Marketing, Public Relations, Google AdWords, Report Writing, Online Writing, Creative Writing"
Experienced Java and Android Developer,$8,36,1,0,IT & Programming,"Java, Android"
,$16,0,1,0,Writing & Translation,"Creative Writing, English, English Grammar, Online Writing, Word, Excel, SPSS, Powerpoint, Touch-Typing, Java"
Front end developer,$3,60,1,0,IT & Programming,"psd to html/css developer, responsive slicing using/without using bootstrap, Frontend Development, Responsive Web Design, Web Design"
none,$5,0,1,0,Admin Support,Typing
,$27,0,1,0,Design & Multimedia,"Adobe Illustrator CS6, Adobe InDesign CS6, Adobe Photoshop"
"Online Advertising, CSS, Microsoft excel,word etc",$16,0,1,0,Admin Support,"CSS, Microsoft Word, Microsoft Excel, Microsoft PowerPoint, Computer Skills, HTML, Adobe Photoshop, Advertising, Facebook Development, Bookkeeping"
,,0,1,0,Writing & Translation,"MS Word, MS Excel"
,$7,0,1,0,Writing & Translation,"Data Entry, Article Writing"
,$5,0,1,0,Writing & Translation,"Data Analytics, Database Management, 2D Design, Engineering drawing, Machine Design, Microsoft PowerPoint, Adobe PDF, Article Rewriting, Article Writing, Biography Writing"
I'm A Developer,,0,1,0,IT & Programming,"Java, C#, Data Warehousing, Oracle Administration, Javascript, HTML5, ActionScript, 3ds Max, AngularJS, Bootstrap"
Expert Php Developer,$5,0,2,0,IT & Programming,"CSS, HTML5, PHP5, Adobe Photoshop, Search Engine Optimization (SEO), WordPress, Adobe Illustrator, Adobe Dreamweaver, CSS3, Bootstrap"
Web Designer | Developer | Project Manager,$9,60,1,0,IT & Programming,"Web Design, Web Development, Web Services, HTML5, CSS3, WordPress, jQuery, Adobe Dreamweaver CS5, Adobe Photoshop, Search Engine Optimization (SEO)"
Dont judge the book by its cover,$5,0,1,0,Sales & Marketing,"Adobe Photoshop, Microsoft Excel, Microsoft Word, Computer Skills, Microsoft PowerPoint, Internet Marketing, Social Media Marketing, Online Writing, Advertising, VB.NET"
"'Engineering Student','Expert Grammar Skills'",$5,0,2,0,Writing & Translation,"C++, Copywriting, English, English Grammar, English Punctuation, English Spelling, Hindi, Report Writing, Writing"
"PROFESSIONAL WEB, DESKTOP APPLICATION DEVELOPER",$5,36,1,0,IT & Programming,"WordPress, PHP, Adobe Photoshop, Adobe InDesign, Adobe Illustrator, Adobe Dreamweaver, jQuery, AJAX, XML, MYSQL"
Rajulotus,$22,0,1,0,Finance & Management,"Microsoft PowerPoint, Microsoft Word, Microsoft Excel"
Expert WordProcessor,,0,1,0,Writing & Translation,"Word Processing, photoshop, ms-powerpoing, ms-access, Adobe Acrobat, Adobe CS5, Wikipedia, Writing, eBooks, ebook Writing"
"Web Designer, Logo Designer",$11,0,1,0,IT & Programming,"Cisco Certified Network Associate (CCNA), Database, Linux System Administration, Network Pentesting, Network Security, Networking & Security, SQL Programming, Security Engineering, Software Testing, Ubuntu"
Creative Graphic Designer,$13,0,1,0,Design & Multimedia,"Adobe Photoshop, Adobe InDesign, Adobe Illustrator, CorelDraw, Adobe Freehand"
,,0,1,0,IT & Programming,"Adobe Photoshop, HTML5, CSS, Adobe Illustrator"
Senior Responsive Web Developer,$4,0,1,0,IT & Programming,"CSS3, CSS, HTML, HTML5, jQuery, Adobe Photoshop CS6, Microsoft Excel, Microsoft Word, TwitterBootstrap, WordPress"
asp.net mvc expert,$38,0,2,0,IT & Programming,".NET for Web, .NET Framework, Microsoft SQL Server Programming, ASP.NET MVC, AJAX, ASP.NET, C#, Javascript, jQuery, JSON"
,,0,1,0,Writing & Translation,"ANSI C, ARM, Android SDK, C, C++, Embedded System, Java, Raspberry Pi, CDMA, Circuit Design"
Html and CSS learner and an IT student,$8,0,1,0,Writing & Translation,"Adobe Photoshop, HTML5, Can digitalize  scanned documents to a soft copy format., Can code in html"
,,48,1,0,Sales & Marketing,"Marketing, Market Research, Direct Marketing, Surveys, Designing, Data Analysis"
,,0,1,0,IT & Programming,"Data Warehousing, Data Modeling, SQL Programming, Microsoft SQL Server Programming, Microsoft Excel, Microsoft Word, Microsoft PowerPoint"
,,0,1,0,IT & Programming,"Multisim, Matlab, Eagle PCB, Atmel AVR, Turbo C, Xilinx ISE, Microsoft Office"
I am a professional designer & programmer.,$20,36,1,0,IT & Programming,"Web Development, PHP, Graphic Design, IT & Programming"
I am expert in web design,$5,0,1,0,IT & Programming,"HTML5, Microsoft Excel, Adobe Photoshop, CSS, Web Development, Windows 7 Administration, Windows 8 Administration, Windows XP Administration, Yola"
PHP   WORDPRESS   E-COMMERCE  BootstrapJQUERY  CSS,$15,55,7,9,IT & Programming,"PHP5, WordPress, Joomla!, HTML5, CSS, AJAX, jQuery, eCommerce Consulting, Search Engine Optimization (SEO), Javascript"
Web Developer,$5,0,2,0,IT & Programming,"CSS3, Microsoft Excel, Computer Skills, html5, jQuery, Photoshop, javascript, bootstrap 3.0, HTML5, Cisco Certified Network Associate (CCNA)"
,$11,0,1,0,Design & Multimedia,"HTML, SQL Programming, PHP, Javascript, Content Writing, Speech Writing, Article Writing, Children's Writing, Blog Writing, Microsoft Word"
,$11,0,1,0,Finance & Management,"Market Research, Business Planning, Corporate Strategy, Human Resource Management, Organizational Behavior, Project Management"
,$11,0,1,0,Engineering & Manufacturing,"Computer Skills, Data Entry, Data Recovery, Data Sheet Writing, Tally .ERP, Typing, Architecture, AutoCAD, Civil Engineering, Electrical Engineering"
Innovative and experienced Software Engineer,$15,0,2,0,IT & Programming,".NET Framework, ADO.NET, ASP.NET, Android, jQuery, C, C#, C++, Mobile Programming, DotNetNuke"
WIX PRO Designer | WIX Mobile | WIX SEO | WIX Help,$20,36,7,22,Design & Multimedia,"WIX Pro, WIX blog, WIX SEO, WIX guide, WIX mobile website, HTML5, Adobe Photoshop, WIX cart setup ( WIX ecommerce), Database in WIX, Google analytics in WIX"
Your E-Solution provider,$16,0,1,0,Admin Support,".NET Framework, ADO.NET, AJAX, Android, C, C#, .NET for Web, C++, Data Protection, Data Warehousing"
,,0,1,0,Sales & Marketing,"English Spelling, Content Writing, Computer Skills, Creative Writing"
,$9,0,1,0,Sales & Marketing,"i have worked in a bank as a messenger, i am very good at english"
,,0,1,0,IT & Programming,"HTML, PHP, Web Development, Windows 7 Administration"
,,0,1,0,Admin Support,"Java, Microsoft Access Administration, XML, Microsoft PowerPoint, Blog Writing, Internet Research, Microsoft Office, Microsoft Excel"
Expert PHP Developer,$22,0,2,0,IT & Programming,"Facebook Development, PHP5, MySQL Administration, PHP, PostgreSQL Programming, LAMP Administration, SQL Programming, Ruby, Symfony, XSLT"
,$3,0,1,0,Writing & Translation,"Content Management System, Microsoft Excel, Microsoft Word, Joomla!, Content Writing, Content Management, Creative Writing, Academic Writing, English Tutoring, Microsoft Offfice"
"Data Analysis Expert, Experienced SQL programmer",$11,0,1,0,IT & Programming,"Microsoft SQL Server Programming, SQL Programming, MySQL Programming, Microsoft Word, Microsoft Excel, PHP, Database, Data Analytics"
I am an iOS developer.,$9,0,1,0,IT & Programming,"Objective-C, jQuery, PhoneGap, Xcode, basic swift, html5, cocoa-touch, sqlite, titanium studio, css"
3d Modeller Draftman Planner,,0,1,0,Engineering & Manufacturing,"Adobe Photoshop, LightWave, autodesk revit, sketchup, autocad, GIS, AutoCAD"
Expert in Graphic Design & Media Publishing,$10,0,1,0,Design & Multimedia,"Adobe Illustrator, Adobe InDesign, Adobe Photoshop, Book Cover Design, Brochure Design, Flyer Design, Format & Layout, Illustration, Image Editing, Infographics"
VB.NET Programmer,$20,0,1,0,Admin Support,"VB.NET, WordPress, Watercolor Painting"
ASP .NET MVC programmer,$4,0,1,0,IT & Programming,"AJAX, ASP.NET, ASP.NET MVC, C#, C++, CSS, HTML, IT Management, Javascript, Microsoft SQL Server Programming"
Experienced Programmer,$27,0,1,0,IT & Programming,"Microsoft Visual Studio, Visual Basic, Academic Writing, Article Writing, Blogging, Content Writing, Copywriting, Creative Writing, Editing, English"
,$22,0,1,0,Design & Multimedia,Photography
Hardworking and Efficient,$4,60,4,2,Sales & Marketing,"Computer Skills, English, Market Research, Microsoft Excel, Sales, Call Center Skills, HTML5"
,,0,1,0,IT & Programming,"Content Writing, Microsoft Excel, Android"
,,0,1,0,Admin Support,"Article Writing, Data Entry, Email"
Expert .NET/PHP/Javascript/jQuery/CSS Developer,$16,0,1,0,IT & Programming,"JavaScript, C#, ASP.NET, jQuery, Oracle, PL/SQL, Microsoft SQL Server, PHP, Java, CSS"
"WordPress, Custom PHP, SEO, Social Media Marketing",$9,0,1,0,IT & Programming,"WordPress, Wordpress Plugin, PSD to Wordpress, PSD to HTML, PHP, Search Engine Optimization (SEO), Social Media Marketing, Social Media Optimization (SMO), Web Design, Web Development"
"Quality Analyst, Database Engineer",$15,0,2,0,IT & Programming,"WordPress, Content Writing, Android, Adobe Photoshop, HTML5, MySQL Administration, Javascript, Technical Writing, Project Management, Microsoft Excel"
,$5,0,1,0,Admin Support,"Microsoft Excel, Microsoft Word, Microsoft PowerPoint, Computer Skills, internet"
Senior Javascript Developer,$10,0,2,0,IT & Programming,"Node.js, Javascript, Git, CSS3, jQuery, MongoDB, AJAX, HTML, AngularJS"
"PHP, Javascript, Jquery, Belisarius, Wordpress",$8,0,1,0,IT & Programming,"CSS, CSS3, Database, FTP, Git, GitHub, Google Analytics API, Google Map Maker, HTML5, JSON"
"'online advertising','survey','data entry'",$11,60,2,0,Writing & Translation,"1ShoppingCart, Academic Writing, Adobe PDF, Article Rewriting, Blog Commenting, Blog Writing, Copy Editing, English Spelling, Wikipedia, Word Processing"
Expert web Developer,$15,0,1,0,IT & Programming,"PHP5, HTML5, CSS, jQuery, WordPress, MySQL Administration, HTML, Joomla!, Android, iPhone App Development"
Full Stack Web Solution,$40,0,2,0,IT & Programming,"Laravel Framework, WordPress, Android, HTML5, CSS3, CodeIgniter, MySQL Administration, iOS Development, PHP5, AJAX"
Web and Mobile Application Development Firm,$22,0,1,0,IT & Programming,"PHP, MySQL Programming, Adobe Photoshop, WordPress, Joomla!, CSS3, HTML5, jQuery, Javascript, Adobe Fireworks"
"Intermediate VB.NET , MySQL & HTML  programmer.",$11,0,1,0,IT & Programming,"C, CSS, DBMS, Database Programming, Software Testing, VB.NET, VBScript, Visual Basic, Web Crawling, Windows App Development"
,$3,0,1,0,IT & Programming,"Mechanical Engineering, Microsoft Excel, Knowledge of Microsoft Office, Microsoft Word, Manufacturing Design, Adobe Photoshop, AutoCAD, Computer Skills, SketchUp Pro, E-mail marketing"
web designer,,48,1,0,IT & Programming,"Adobe Photoshop, XHTML, CSS, Adobe Dreamweaver"
,$11,0,1,0,Admin Support,"Computer Skills, Microsoft Word, Microsoft Excel, Microsoft PowerPoint, General Office Skills, Microsoft Outlook, TCP/IP, Computer Hardware Installation, Computer Networking, DOS"
,,0,1,0,IT & Programming,"Javascript, html5, css3, jquery, bootstrap"
"Expert Magento, PHP Web Developer/Designer",$15,0,1,0,IT & Programming,"Magento, PHP5, CSS, HTML, Adobe Photoshop, Adobe Illustrator, WordPress"
,$5,48,1,0,Writing & Translation,"Online Writing, Technical Writing, English, Editing, Microsoft Word, Content Writin"
Call center and assistant services,$8,55,4,3,Admin Support,"English, Customer Service, Sales, Internet Marketing, Online Writing, Facebook Marketing, Email, Search Engine Optimization (SEO), Computer Skills, Search Engine Marketing (SEM)"
,$4,0,1,0,Admin Support,"Forest inventory, Boundary survey, GPS mapping, Resource Mapping"
,$4,0,1,0,Admin Support,"Computer Networking, Internet Marketing, Telemarketing, Administrative Support, BPO IT services, Computer Repair, Computer Skills, Data Entry, Phone Support, Service Level Management"
